What is your age?,What is your favorite coffee drink?,What kind of dairy do you add?,What kind of sugar or sweetener do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
25-34 years old,Latte,,"Granulated Sugar, Brown Sugar, Raw Sugar (Turbinado)",Chocolatey,Medium,Medium,Full caffeine,Female,,Master's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Pourover,,,Bright,Somewhat strong,Nordic,Full caffeine,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Cortado,Oat milk,,Fruity,Somewhat strong,Light,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed part-time,None,Democrat
35-44 years old,Cappuccino,Whole milk,,Fruity,Somewhat strong,Light,Full caffeine,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
18-24 years old,Espresso,,,Bright,Somewhat strong,Medium,Full caffeine,Male,,,,,,,
25-34 years old,Pourover,,,Juicy,Medium,Nordic,Full caffeine,Male,,Master's degree,Other (please specify),white + asian (aboriginal taiwanese),Employed part-time,None,Democrat
35-44 years old,Latte,Whole milk,,Caramalized,Medium,Medium,Full caffeine,Female,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,1,Democrat
35-44 years old,Regular drip coffee,Oat milk,,Caramalized,Medium,Medium,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Pourover,,,Fruity,Medium,Light,Full caffeine,Male,,Bachelor's degree,Other (please specify),Mixed,Employed full-time,None,Democrat
25-34 years old,Cortado,Whole milk,,,,,,,,,,,,,
25-34 years old,Pourover,Oat milk,,Full Bodied,Medium,Medium,Full caffeine,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,None,No affiliation
25-34 years old,Pourover,,,Juicy,Very strong,Light,Full caffeine,,,,,,,,
25-34 years old,Other,"Whole milk, Almond milk",,Full Bodied,Somewhat strong,Medium,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,None,No affiliation
35-44 years old,Pourover,Half and half,Granulated Sugar,Caramalized,Somewhat strong,Medium,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Democrat
25-34 years old,Pourover,,,Fruity,Medium,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
35-44 years old,Cappuccino,Half and half,,Full Bodied,Very strong,Medium,Full caffeine,,,,,,,,
45-54 years old,Pourover,,,Bright,Somewhat strong,Blonde,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,No affiliation
>65 years old,Regular drip coffee,,Raw Sugar (Turbinado),Caramalized,Very strong,Dark,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Retired,3,Democrat
18-24 years old,Pourover,,,Juicy,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
25-34 years old,Pourover,,,Fruity,Somewhat light,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
35-44 years old,Cappuccino,Half and half,Raw Sugar (Turbinado),Chocolatey,Somewhat strong,Medium,Full caffeine,,,,,,,,
18-24 years old,Cold brew,Almond milk,,Caramalized,Somewhat strong,Medium,Full caffeine,Female,,Some college or associate's degree,White/Caucasian,,Student,None,Democrat
18-24 years old,Iced coffee,"Oat milk, Almond milk",,Juicy,Medium,Nordic,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
18-24 years old,Cappuccino,,,Bold,Medium,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
25-34 years old,Espresso,,,Fruity,Somewhat strong,Light,Full caffeine,Female,,Master's degree,White/Caucasian,,Employed full-time,None,Democrat
18-24 years old,Espresso,,,Juicy,Somewhat strong,Light,Full caffeine,Male,,Some college or associate's degree,Hispanic/Latino,,Employed part-time,None,Democrat
18-24 years old,Latte,Almond milk,,Nutty,Medium,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Unemployed,None,No affiliation
25-34 years old,Pourover,,,Fruity,Medium,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Latte,Whole milk,,Caramalized,Somewhat strong,,,,,,,,,,
25-34 years old,Cappuccino,,,Fruity,Somewhat strong,Light,Full caffeine,Male,,Doctorate or professional degree,White/Caucasian,,Student,None,Independent
25-34 years old,Espresso,,,Chocolatey,Very strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
18-24 years old,Latte,"Oat milk, Half and half, Whole milk",Raw Sugar (Turbinado),Bold,Very strong,Medium,Full caffeine,Male,,High school graduate,White/Caucasian,,Employed part-time,None,No affiliation
55-64 years old,Pourover,,,Fruity,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Independent
25-34 years old,Regular drip coffee,,,Fruity,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Republican
25-34 years old,Regular drip coffee,,,Juicy,Somewhat strong,Medium,Full caffeine,Female,,Master's degree,White/Caucasian,,Student,1,Republican
35-44 years old,Cappuccino,Whole milk,Granulated Sugar,Chocolatey,Medium,Blonde,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
18-24 years old,Pourover,,,Chocolatey,Very strong,Dark,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Unemployed,None,Independent
25-34 years old,Regular drip coffee,,,Chocolatey,Medium,Light,Full caffeine,Female,,Some college or associate's degree,White/Caucasian,,Homemaker,1,Republican
25-34 years old,Espresso,,,Chocolatey,Very strong,Dark,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Independent
25-34 years old,Americano,,,Chocolatey,Somewhat strong,Medium,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
35-44 years old,Pourover,,,Fruity,Medium,Nordic,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
>65 years old,Espresso,,,Sweet,Somewhat strong,Medium,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Retired,2,Democrat
25-34 years old,Latte,Whole milk,,Chocolatey,Medium,Blonde,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Homemaker,1,Republican
18-24 years old,Americano,,,Nutty,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
18-24 years old,Latte,Oat milk,,Bright,Somewhat light,Light,Half caff,Female,,Bachelor's degree,Other (please specify),Mixed: Filipino & White,Employed full-time,None,Democrat
25-34 years old,Americano,,,Floral,Somewhat strong,Medium,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,Republican
55-64 years old,Cappuccino,"Oat milk, Almond milk",,Full Bodied,Somewhat strong,Dark,Decaf,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
35-44 years old,Pourover,Oat milk,Honey,Floral,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
35-44 years old,Mocha,"Oat milk, Coffee creamer",,Chocolatey,Medium,Medium,Decaf,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,None,Independent
25-34 years old,Pourover,,,Fruity,Medium,Nordic,Full caffeine,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
25-34 years old,Cappuccino,Skim milk,,Floral,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,None,Independent
18-24 years old,Latte,Oat milk,,Nutty,Somewhat strong,Dark,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
55-64 years old,Cappuccino,"Whole milk, Oat milk",,Chocolatey,Somewhat strong,Dark,Full caffeine,,,,,,,,
25-34 years old,Pourover,,,Fruity,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Mocha,,,Sweet,Somewhat light,Light,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,Independent
35-44 years old,Espresso,,,Floral,Medium,Light,Full caffeine,Male,,,,,,,
18-24 years old,Americano,,,Floral,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
<18 years old,Latte,Whole milk,,Full Bodied,Medium,Medium,Full caffeine,,,,,,,,
35-44 years old,Regular drip coffee,Coffee creamer,,Chocolatey,Medium,Medium,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,None,No affiliation
45-54 years old,Regular drip coffee,,,Bold,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Republican
25-34 years old,Espresso,,,Bright,Very strong,Light,Full caffeine,,,,,,,,
25-34 years old,Mocha,,,Chocolatey,Medium,Medium,Full caffeine,,,,,,,,
25-34 years old,Cappuccino,Whole milk,Raw Sugar (Turbinado),Sweet,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Republican
35-44 years old,Espresso,,,Bright,Somewhat strong,Light,Full caffeine,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,1,Democrat
25-34 years old,Regular drip coffee,Flavored coffee creamer,,Caramalized,Medium,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,
35-44 years old,Iced coffee,Half and half,,Chocolatey,Medium,Medium,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Homemaker,None,Independent
25-34 years old,Pourover,,,Juicy,Very strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Latte,"Oat milk, Half and half",,Chocolatey,Medium,Medium,Full caffeine,Non-binary,,Master's degree,White/Caucasian,,Employed full-time,None,Independent
45-54 years old,Americano,,,Chocolatey,Somewhat strong,French,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Pourover,,,Caramalized,Somewhat strong,Medium,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,Democrat
35-44 years old,Latte,Oat milk,Granulated Sugar,Floral,Somewhat light,Blonde,Decaf,,,,,,,,
25-34 years old,Latte,Flavored coffee creamer,,Full Bodied,Medium,Light,Full caffeine,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,None,Independent
55-64 years old,Other,Whole milk,,Sweet,Somewhat light,Blonde,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,No affiliation
35-44 years old,,,,,,,,,,,,,,,
18-24 years old,Iced coffee,,,Bright,Somewhat light,Light,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Student,None,Democrat
55-64 years old,Americano,Half and half,Stevia,Nutty,Somewhat strong,Light,Full caffeine,Female,,Master's degree,White/Caucasian,,Retired,None,No affiliation
25-34 years old,Pourover,,,Nutty,Medium,Light,Full caffeine,,,,,,,,
45-54 years old,Regular drip coffee,,,Bright,Somewhat strong,Light,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed full-time,None,No affiliation
25-34 years old,Pourover,,,Juicy,Somewhat strong,Nordic,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
55-64 years old,Pourover,,,Full Bodied,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
35-44 years old,Regular drip coffee,,,Bold,Very strong,Dark,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Independent
18-24 years old,Latte,Whole milk,,Full Bodied,Somewhat light,Medium,Full caffeine,Other (please specify),Transgender Female,High school graduate,White/Caucasian,,Student,None,Democrat
35-44 years old,Espresso,,,Full Bodied,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
<18 years old,Latte,Whole milk,,Fruity,Medium,Light,Full caffeine,Male,,Less than high school,Asian/Pacific Islander,,Student,None,No affiliation
55-64 years old,Espresso,Half and half,,Full Bodied,Very strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Retired,None,Independent
45-54 years old,Latte,Whole milk,,Caramalized,Somewhat strong,Medium,Full caffeine,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,None,Democrat
35-44 years old,Latte,"Oat milk, Whole milk",,Caramalized,Medium,Medium,Half caff,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,None,Democrat
35-44 years old,,"Whole milk, Half and half","Maple Syrup, Granulated Sugar",Nutty,Medium,Medium,Full caffeine,,,,,,,,
35-44 years old,Latte,,,Full Bodied,Very strong,Medium,Full caffeine,Non-binary,,,,,,,
25-34 years old,Pourover,,,Bright,Somewhat strong,Medium,Full caffeine,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Pourover,,,Caramalized,Somewhat strong,Medium,Full caffeine,,,,,,,,
25-34 years old,Pourover,,,Floral,Somewhat strong,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
>65 years old,Regular drip coffee,,,Full Bodied,Very strong,Dark,Full caffeine,,,,,,,,
55-64 years old,Regular drip coffee,Whole milk,,Caramalized,Somewhat strong,Medium,Half caff,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,2,Democrat
35-44 years old,Blended drink (e.g. Frappuccino),Half and half,,Fruity,Medium,French,Half caff,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,None,No affiliation
>65 years old,Regular drip coffee,Half and half,,Chocolatey,Somewhat strong,Medium,Full caffeine,,,,,,,,
>65 years old,Mocha,,,Chocolatey,Very strong,Medium,Half caff,Male,,Bachelor's degree,White/Caucasian,,Retired,None,Independent
45-54 years old,,,,,,,,,,,,,,,
35-44 years old,Espresso,,,Nutty,Somewhat strong,Medium,Full caffeine,,,,,,,,
,Other,,,Fruity,Medium,Light,Full caffeine,,,,,,,,
45-54 years old,Cappuccino,Skim milk,,Chocolatey,Very strong,Dark,Decaf,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
25-34 years old,Pourover,,,Fruity,Medium,Light,Full caffeine,Male,,High school graduate,White/Caucasian,,Employed full-time,None,No affiliation
35-44 years old,Pourover,,,Bright,Medium,Light,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
25-34 years old,Latte,"Oat milk, Almond milk","Brown Sugar, Honey",Full Bodied,Somewhat strong,Medium,Full caffeine,Male,,,,,,,
25-34 years old,Latte,"Whole milk, Oat milk",,Full Bodied,Medium,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Mocha,Skim milk,,Chocolatey,Somewhat strong,Dark,Full caffeine,Male,,Bachelor's degree,Other (please specify),Two races,Employed part-time,None,Democrat
55-64 years old,Regular drip coffee,Whole milk,Raw Sugar (Turbinado),Bright,Somewhat light,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation
25-34 years old,Regular drip coffee,,,Floral,Medium,Light,Full caffeine,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,None,Democrat
25-34 years old,Americano,,,Chocolatey,Medium,Medium,Full caffeine,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,None,Democrat
25-34 years old,Cappuccino,"Whole milk, Half and half, Oat milk, Almond milk, Soy milk, Flavored coffee creamer",,Chocolatey,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
25-34 years old,Americano,,,Caramalized,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
18-24 years old,Latte,Coffee creamer,,Chocolatey,Somewhat strong,Medium,Full caffeine,Female,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,None,Republican
25-34 years old,Cortado,Whole milk,,Chocolatey,Somewhat strong,Dark,Half caff,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,None,No affiliation
25-34 years old,Latte,"Whole milk, Oat milk",,Nutty,Medium,Medium,Full caffeine,Female,,Master's degree,White/Caucasian,,Employed full-time,None,Independent
<18 years old,Pourover,,,Chocolatey,Medium,Light,Half caff,,,,,,,,
25-34 years old,Americano,,,Chocolatey,Somewhat strong,Dark,Full caffeine,Female,,Some college or associate's degree,Asian/Pacific Islander,,Employed part-time,None,Democrat
35-44 years old,Pourover,,,Bright,Medium,Light,Full caffeine,Male,,Master's degree,White/Caucasian,,Employed part-time,None,Democrat
55-64 years old,Regular drip coffee,,,Full Bodied,Somewhat strong,Dark,Full caffeine,Female,,,White/Caucasian,,Retired,1,
35-44 years old,Cortado,,,Caramalized,Somewhat strong,Medium,Full caffeine,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
25-34 years old,Pourover,,,Bright,Medium,Light,Full caffeine,,,,,,,,
>65 years old,Regular drip coffee,Half and half,,Chocolatey,Somewhat light,Light,Full caffeine,Female,,Master's degree,White/Caucasian,,Retired,2,
25-34 years old,Cortado,,,Fruity,Medium,Medium,Full caffeine,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
25-34 years old,Pourover,Coffee creamer,,Chocolatey,Medium,Blonde,Full caffeine,,,,,,,,
